Thirty-three CD-HL
and CC
the AT
narrow JJ
barrier NN
of IN
sand NN
, ,
Fire NN-TL
Island NN-TL
. .
The AT
morning NN
hawk NN
, ,
hungry JJ
for IN
any DTI
eatable JJ
, ,
killable JJ
, ,
digestible JJ
item NN
, ,
kept VBD
his PP$
eyes NNS
on IN
the AT
ring NN
of IN
anchored VBN
ships NNS
that DT
lay VBD
off IN
the AT
shores NNS
in IN
the AT
bay NN
, ,
sheltered VBN
by IN
the AT
Jersey NN-TL
inlets NNS
. .
They PPSS
often RB
threw VBD
tidbits NNS
overboard RB
. .
The AT
larger JJR
ships NNS
were BED
near IN
Paulus NP
Hook NP
, ,
already RB
being BEG
called VBN
, ,
by IN
a AT
few AP
, ,
Jersey NP-TL
City NN-TL
. .
These DTS
were BED
the AT
ships NNS
of IN
His PP$
Majesty's NN$-TL
Navy NN-TL
, ,
herding VBG
the AT
hulks NNS
of IN
the AT
East JJ-TL
Indies NPS
merchants NNS
and CC
the AT
yachts NNS
and CC
ketches NNS
of IN
the AT
loyalists NNS
. .
The AT
news NN
of IN
battle NN
on IN
Breed's NP$
Hill NN-TL
had HVD
already RB
seeped VBN
through RP
, ,
and CC
New JJ-TL
York NP-TL
itself PPL
was BEDZ
now RB
left VBN
in IN
the AT
hands NNS
of IN
the AT
local JJ
Provincial JJ-TL
Congress NP-TL
. .
The AT
fish NN
hawk NN
, ,
his PP$
wings NNS
not *
moving VBG
, ,
circled VBD
and CC
glided VBD
lower RBR
. .
The AT
gilt NN
sterns NNS
of IN
the AT
men-of-war NNS
becoming VBG
clearer JJR
to IN
him PPO
, ,
the AT
sides NNS
of IN
the AT
wooden JJ
sea NN
walls NNS
alternately RB
painted VBN
yellow JJ
and CC
black JJ
, ,
the AT
bronze JJ
cannon NN
at IN
the AT
ports NNS
. .
The AT
captain's NN$
gig NN
of IN
H.M.S. NP
Mercury NP
was BEDZ
being BEG
rowed VBN
to IN
H.M.S. NP
Neptune NP
. .
On IN
shore NN
`` ``
the AT
freed VBN
slaves NNS
to IN
despotism NN
'' ''
-- --
the AT
town NN
dwellers NNS
-- --
watched VBD
the AT
ships NNS
and CC
waited VBD
. .
The AT
chevaux FW-NNS
de FW-IN
frise FW-NN
, ,
those DTS
sharp JJ
stakes NNS
and CC
barriers NNS
around IN
the AT
fort NN
at IN
the AT
Battery NN-TL
, ,
pointed VBD
to IN
a AT
conflict NN
between IN
the AT
town NN
and CC
sea NN
power NN
rolling VBG
in IN
glassy JJ
swells NNS
as CS
the AT
tide NN
came VBD
in RP
. .
Across IN
the AT
bay NN
the AT
Palisades NNS-TL
were BED
heavy JJ
in IN
green JJ
timber NN
; .
; .
their PP$
rock NN
paths NNS
led VBD
down RP
to IN
the AT
Hudson NP
. .
Below RB
in IN
the AT
open JJ
bay NN
facing VBG
Manhattan NP
was BEDZ
Staten NP-TL
Island NN-TL
, ,
gritty JJ
with IN
clam NN
shells NNS
and CC
mud NN
flats NNS
behind IN
which WDT
nested VBD
farms NNS
, ,
cattle NNS
barns NNS
, ,
and CC
berry NN
thickets NNS
. .
Along IN
Wappinger NP-TL
Creek NN-TL
in IN
Dutchess NP-TL
County NN-TL
, ,
past IN
the AT
white JJ
church NN
at IN
Fishkill NP
, ,
past IN
Verplanck's NP$-TL
Point NN-TL
on IN
the AT
east NR
bank NN
of IN
the AT
Hudson NP
, ,
to IN
the AT
white JJ
salt-crusted JJ
roads NNS
of IN
the AT
Long JJ-TL
Island NN-TL
Rockaways NPS
there EX
was BEDZ
a AT
watching NN
and CC
an AT
activity NN
of IN
preparing VBG
for IN
something PN
explosive JJ
to TO
happen VB
. .
Today NR
, ,
tomorrow NR
, ,
six CD
months NNS
, ,
even RB
perhaps RB
a AT
year NN
The AT
fish NN
hawk NN
flew VBD
on RP
and CC
was BEDZ
lost VBN
from IN
sight NN
. .
The AT
British JJ
ships NNS
rolled VBD
at IN
anchor NN
, ,
sent VBD
out RP
picket NN
boats NNS
and CC
waited VBD
for IN
orders NNS
from IN
London NP
. .
Waited VBN
for IN
more AP
ships NNS
, ,
more QL
lobster-backed JJ
infantry NN
, ,
and CC
asked VBD
what WDT
was BEDZ
to TO
be BE
done VBN
with IN
a AT
war NN
of IN
rebellion NN
? .
? .
David NP
Cortlandt NP
, ,
having HVG
slept VBN
away RB
a AT
day NN
and CC
a AT
night NN
, ,
came VBD
awake JJ
in IN
a AT
plank NN
farmhouse NN
on IN
the AT
Harlem NP-TL
River NN-TL
near IN
Spuyten NP
Duyvil NP
. .
He PPS
looked VBD
out RP
through IN
windowpanes NNS
turned VBN
a AT
faint JJ
violet NN
by IN
sun NN
and CC
weather NN
, ,
looked VBD
out RP
at IN
King's NN$-TL
Bridge NN-TL
toward IN
Westchester NP
. .
The AT
road NN
seemed VBD
animated VBN
with IN
a AT
few AP
more AP
wagons NNS
than CS
usual JJ
; .
; .
a AT
carriage NN
raising VBG
up RP
the AT
choking VBG
June NP
dust NN
, ,
and CC
beyond IN
, ,
in IN
a AT
meadow NN
, ,
a AT
local JJ
militia NN
company NN
drilling VBG
with IN
muskets NNS
, ,
Kentuck' NP
rifles NNS
, ,
every AT
kind NN
of IN
horse NN
pistol NN
, ,
old JJ
sword NN
, ,
or CC
cutlass NN
. .
The AT
wraith-like JJ
events NNS
of IN
the AT
last AP
few AP
days NNS
flooded VBD
David's NP$
mind NN
and CC
he PPS
rubbed VBD
his PP$
unshaved JJ
chin NN
and CC
felt VBD
again RB
the AT
ache NN
in IN
his PP$
kidneys NNS
caused VBN
by IN
his PP$
saddle NN
odyssey NN
from IN
Boston NP
. .
Pensive JJ
, ,
introspective JJ
, ,
he PPS
ached VBD
. .
He PPS
had HVD
sent VBN
the AT
dispatches NNS
downtown NR
to IN
the AT
proper JJ
people NNS
and CC
had HVD
slept VBN
. .
Now RB
there EX
was BEDZ
more AP
to TO
do DO
. .
Orders NNS
not *
written VBN
down RP
had HVD
to TO
be BE
transmitted VBN
to IN
the AT
local JJ
provincial JJ
government NN
. .
He PPS
scratched VBD
his PP$
mosquito-plagued JJ
neck NN
. .
From IN
the AT
saddlebags NNS
, ,
hung VBN
on IN
a AT
Hitchcock NP
chair NN
, ,
David NP
took VBD
out RP
a AT
good JJ
English JJ
razor NN
, ,
a AT
present NN
from IN
John NP
Hunter NP
. .
He PPS
found VBD
tepid JJ
water NN
in IN
a AT
pitcher NN
and CC
a AT
last AP
bit NN
of IN
soap NN
, ,
and CC
he PPS
lathered VBD
his PP$
face NN
and CC
stood VBD
stropping VBG
the AT
razor NN
on IN
his PP$
broad JJ
leather NN
belt NN
, ,
its PP$
buckle NN
held VBD
firm JJ
by IN
a AT
knob NN
of IN
the AT
bedpost NN
. .
He PPS
hoped VBD
he PPS
was BEDZ
free JJ
of IN
self-deception NN
. .
Here RB
he PPS
was BEDZ
, ,
suddenly RB
caught VBN
up RP
in IN
the AT
delirium NN
of IN
a AT
war NN
, ,
in IN
the AT
spite NN
and CC
calumny NN
of IN
Whigs NPS
and CC
Tories NPS
. .
There EX
would MD
be BE
great JJ
need NN
soon RB
for IN
his PP$
skill NN
as CS
surgeon NN
, ,
but CC
somehow RB
he PPS
had HVD
not *
planned VBN
to TO
use VB
his PP$
knowledge NN
merely RB
for IN
war NN
. .
David NP
Cortlandt NP
had HVD
certain JJ
psychic JJ
intuitions NNS
that CS
this DT
rebellion NN
was BEDZ
not *
wholly RB
what WDT
it PPS
appeared VBD
on IN
the AT
surface NN
. .
He PPS
knew VBD
that CS
many AP
were BED
using VBG
it PPO
for IN
their PP$
own JJ
ends NNS
. .
But CC
it PPS
did DOD
not *
matter VB
. .
He PPS
stropped VBD
the AT
razor NN
slowly RB
; .
; .
what WDT
mattered VBD
was BEDZ
that CS
a AT
new JJ
concept NN
of IN
Americans NPS
was BEDZ
being BEG
born VBN
. .
That CS
some DTI
men NNS
did DOD
not *
want VB
it PPO
he PPS
could MD
understand VB
. .
The AT
moral JJ
aridity NN
of IN
merchants NNS
made VBD
them PPO
loyal JJ
usually RB
to IN
their PP$
ledgers NNS
. .
Yet RB
some DTI
, ,
like CS
Morris NP
Manderscheid NP
, ,
would MD
bankrupt VB
themselves PPLS
for IN
the AT
new JJ
ideas NNS
. .
Unique JJ
circumstances NNS
would MD
test VB
us PPO
all ABN
, ,
he PPS
decided VBD
. .
Injury NN
and CC
ingratitude NN
would MD
occur VB
. .
No AT
doubt NN
John NP
Hancock NP
would MD
do DO
well RB
now RB
; .
; .
war NN
was BEDZ
a AT
smugglers' NNS$
heaven NN
. .
And CC
what WDT
of IN
that QL
poor JJ
tarred VBN
and CC
feathered VBN
wretch NN
he PPS
had HVD
seen VBN
on IN
the AT
road NN
driving VBG
down RP
from IN
Schuyler's NP$
? .
? .
Things NNS
like CS
that DT
would MD
increase VB
rather IN
than IN
be BE
done VBN
away RB
with IN
. .
One PN
had HVD
to TO
believe VB
in IN
final JJ
events NNS
or CC
one PN
was BEDZ
stranded VBN
in IN
the AT
abyss NN
of IN
nothing PN
. .
He PPS
saw VBD
with IN
John NP
Hunter NP
now RB
that CS
the AT
perfectability NN
of IN
man NN
was BEDZ
a AT
dream NN
. .
Life NN
was BEDZ
a AT
short JJ
play NN
of IN
tenebrous JJ
shadows NNS
. .
David NP
began VBD
to TO
shave VB
with IN
great JJ
sweeping VBG
strokes NNS
. .
Time NN
plays VBZ
an AT
essential JJ
part NN
in IN
our PP$
mortality NN
, ,
and CC
suddenly RB
for IN
no AT
reason NN
he PPS
could MD
imagine VB
( (
or CC
admit VB
) )
the AT
image NN
of IN
Peg NP
laughing VBG
filled VBD
his PP$
mind NN
-- --
so QL
desirable JJ
, ,
so QL
lusty JJ
, ,
so QL
full JJ
of IN
nuances NNS
of IN
pleasure NN
and CC
joy NN
. .
He PPS
drove VBD
sensual JJ
patterns NNS
off RP
, ,
carefully RB
shaving VBG
his PP$
long JJ
upper JJ
lip NN
. .
It PPS
is BEZ
harder JJR
, ,
he PPS
muttered VBD
, ,
to TO
meditate VB
on IN
man NN
( (
or CC
woman NN
) )
than CS
on IN
God NP
. .
David NP
finished VBD
shaving VBG
, ,
washed VBD
his PP$
face NN
clean JJ
of IN
lather NN
, ,
and CC
combed VBD
and CC
retied VBD
his PP$
hair NN
. .
He PPS
was BEDZ
proud JJ
that CS
he PPS
had HVD
never RB
worn VBN
a AT
wig NN
. .
More AP
and CC
more AP
of IN
the AT
colonials NNS
were BED
wearing VBG
their PP$
own JJ
hair NN
and CC
not *
using VBG
powder NN
. .
He PPS
felt VBD
cheerful JJ
again RB
, ,
refreshed VBN
; .
; .
presentable JJ
in IN
his PP$
wide-cut JJ
brown JJ
suit NN
, ,
the AT
well-made JJ
riding VBG
boots NNS
. .
It PPS
is BEZ
so QL
easy JJ
to TO
falsify VB
sentiment NN
. .
In IN
the AT
meadow NN
below RB
, ,
militia NN
officers NNS
shouted VBD
at IN
their PP$
men NNS
and CC
on IN
King's NN$-TL
Bridge NN-TL
two CD
boys NNS
sat VBD
fishing VBG
. .
The AT
future NN
would MD
happen VB
; .
; .
he PPS
did DOD
not *
have HV
to TO
hurry VB
it PPO
by IN
thinking VBG
too QL
much RB
. .
A AT
man NN
could MD
be BE
tossed VBN
outside IN
the AT
dimension NN
of IN
time NN
by IN
a AT
stray JJ
bullet NN
these DTS
days NNS
. .
He PPS
began VBD
to TO
pack VB
the AT
saddlebags NNS
. .
And CC
all ABN
this DT
too RB
shall MD
pass VB
away RB
: :
it PPS
came VBD
to IN
him PPO
out RP
of IN
some DTI
dim JJ
corner NN
of IN
memory NN
from IN
a AT
church NN
service NN
when WRB
he PPS
was BEDZ
a AT
boy NN
-- --
yes RB
, ,
in IN
a AT
white JJ
church NN
with IN
a AT
thin JJ
spur NN
steeple NN
in IN
the AT
patriarchal JJ
Hudson NP-TL
Valley NN-TL
, ,
where WRB
a AT
feeling NN
of IN
plenitude NN
was BEDZ
normal JJ
in IN
those DTS
English-Dutch JJ
manors NNS
with IN
their PP$
well-fed JJ
squires NNS
. .
Burly JJ
leathered VBD
men NNS
and CC
wrinkled VBN
women NNS
in IN
drab JJ
black JJ
rags NNS
carried VBD
on RP
in IN
a AT
primitive JJ
way NN
, ,
almost RB
unchanged JJ
from IN
feudal JJ
times NNS
. .
Peasants NNS
puzzled VBD
Andrei NP
. .
He PPS
wondered VBD
how WRB
they PPSS
could MD
go VB
on RP
in IN
poverty NN
, ,
superstition NN
, ,
ignorance NN
, ,
with IN
a AT
complete JJ
lack NN
of IN
desire NN
to TO
make VB
either CC
their PP$
land NN
or CC
their PP$
lives NNS
flourish VB
. .
Andrei NP
remembered VBD
a AT
Bathyran JJ
meeting NN
long JJ
ago RB
. .
Tolek NP
Alterman NP
had HVD
returned VBN
from IN
the AT
colonies NNS
in IN
Palestine NP
and CC
, ,
before IN
the AT
national JJ
leadership NN
, ,
exalted VBD
the AT
miracles NNS
of IN
drying VBG
up RP
swamps NNS
and CC
irrigating VBG
the AT
desert NN
. .
A AT
fund-raising NN
drive NN
to TO
buy VB
tractors NNS
and CC
machinery NN
was BEDZ
launched VBN
. .
Andrei NP
remembered VBN
that CS
his PP$
own JJ
reaction NN
had HVD
been BEN
one CD
of IN
indifference NN
. .
Had HVD
he PPS
found VBD
the AT
meaning NN
too QL
late JJ
? .
? .
It PPS
aggravated VBD
him PPO
. .
The AT
land NN
of IN
the AT
Lublin NP-TL
Uplands NNS-TL
was BEDZ
rich JJ
, ,
but CC
no AT
one PN
seemed VBD
to TO
care VB
. .
In IN
the AT
unfertile JJ
land NN
in IN
Palestine NP
humans NNS
broke VBD
their PP$
backs NNS
pushing VBG
will NN
power NN
to IN
the AT
brink NN
. .
He PPS
had HVD
sat VBN
beside IN
Alexander NP
Brandel NP
at IN
the AT
rostrum NN
of IN
a AT
congress NN
of IN
Zionists NP
. .
All ABN
of IN
them PPO
were BED
there RB
in IN
this DT
loosely RB
knit VBN
association NN
of IN
diversified VBN
ideologies NNS
, ,
and CC
each DT
berated VBD
the AT
other AP
and CC
beat VB
his PP$
breast NN
for IN
his PP$
own JJ
approaches NNS
. .
When WRB
Alexander NP
Brandel NP
rose VBD
to TO
speak VB
, ,
the AT
hall NN
became VBD
silent JJ
. .
`` ``
I PPSS
do DO
not *
care VB
if CS
your PP$
beliefs NNS
take VB
you PPO
along IN
a AT
path NN
of IN
religion NN
or CC
a AT
path NN
of IN
labor NN
or CC
a AT
path NN
of IN
activism NN
. .
We PPSS
are BER
here RB
because CS
all ABN
our PP$
paths NNS
travel VB
a AT
blind JJ
course NN
through IN
a AT
thick JJ
forest NN
, ,
seeking VBG
human NN
dignity NN
. .
Beyond IN
the AT
forest NN
all ABN
our PP$
paths NNS
merge VB
into IN
a AT
single AP
great JJ
highway NN
which WDT
ends VBZ
in IN
the AT
barren JJ
, ,
eroded VBN
hills NNS
of IN
Judea NP
. .
This DT
is BEZ
our PP$
singular JJ
goal NN
. .
How WRB
we PPSS
travel VB
through IN
the AT
forest NN
is BEZ
for IN
each DT
man's NN$
conscience NN
. .
Where WRB
we PPSS
end VB
our PP$
journey NN
is BEZ
always RB
the AT
same AP
. .
We PPSS
all ABN
seek VB
the AT
same AP
thing NN
through IN
different JJ
ways NNS
-- --
an AT
end NN
to IN
this DT
long JJ
night NN
of IN
two CD
thousand CD
years NNS
of IN
darkness NN
and CC
unspeakable JJ
abuses NNS
which WDT
will MD
continue VB
to TO
plague VB
us PPO
until CS
the AT
Star NN-TL
of IN-TL
David NP-TL
flies VBZ
over IN
Zion NP
'' ''
. .
This DT
was BEDZ
how WRB
Alexander NP
Brandel NP
expressed VBD
pure JJ
Zionism NP
. .
It PPS
had HVD
sounded VBN
good JJ
to IN
Andrei NP
, ,
but CC
he PPS
did DOD
not *
believe VB
it PPO
. .
In IN
his PP$
heart NN
he PPS
had HVD
no AT
desire NN
to TO
go VB
to IN
Palestine NP
. .
He PPS
loathed VBD
the AT
idea NN
of IN
drying VBG
up RP
swamps NNS
or CC
the AT
chills NNS
of IN
malaria NN
or CC
of IN
leaving VBG
his PP$
natural JJ
birthright NN
. .
Before CS
he PPS
went VBD
into IN
battle NN
Andrei NP
had HVD
told VBN
Alex NP
, ,
`` ``
I PPSS
only RB
want VB
to TO
be BE
a AT
Pole NP
. .
Warsaw NP
is BEZ
my PP$
city NN
, ,
not *
Tel NP
Aviv NP
'' ''
. .
And CC
now RB
Andrei NP
sat VBD
on IN
a AT
train NN
on IN
the AT
way NN
to IN
Lublin NP
and CC
wondered VBD
if CS
he PPS
was BEDZ
not *
being BEG
punished VBN
for IN
his PP$
lack NN
of IN
belief NN
. .
Warsaw NP
! .
! .
He PPS
saw VBD
the AT
smug JJ
eyes NNS
of IN
the AT
Home NN-TL
Army NN-TL
chief NN
, ,
Roman JJ
, ,
and CC
all ABN
the AT
Romans NPS
and CC
the AT
faces NNS
of IN
the AT
peasants NNS
who WPS
held VBD
only RB
hatred NN
for IN
him PPO
. .
They PPSS
had HVD
let NN
this DT
black JJ
hole NN
of IN
death NN
in IN
Warsaw's NP$
heart NN
exist VB
without IN
a AT
cry NN
of IN
protest NN
. .
Once RB
there EX
had HVD
been BEN
big JJ
glittering VBG
rooms NNS
where WRB
Ulanys NPS
bowed VBD
and CC
kissed VBD
the AT
ladies' NNS$
hands NNS
as CS
they PPSS
flirted VBD
from IN
behind IN
their PP$
fans NNS
. .
Warsaw NP
! .
! .
Warsaw NP
! .
! .
`` ``
Miss NP
Rak NP
. .
I PPSS
am BEM
a AT
Jew NP
'' ''
. .
Day NN
by IN
day NN
, ,
week NN
by IN
week NN
, ,
month NN
by IN
month NN
, ,
the AT
betrayal NN
gnawed VBD
at IN
Andrei's NP$
heart NN
. .
He PPS
ground VBD
his PP$
teeth NNS
together RB
. .
I PPSS
hate VB
Warsaw NP
, ,
he PPS
said VBD
to IN
himself PPL
. .
I PPSS
hate VB
Poland NP
and CC
all ABN
the AT
goddamned VBN
mothers' NNS$
sons NNS
of IN
them PPO
. .
All ABN
of IN
Poland NP
is BEZ
a AT
coffin NN
. .
The AT
terrible JJ
vision NN
of IN
the AT
ghetto NN
streets NNS
flooded VBN
his PP$
mind NN
. .
What WDT
matters VBZ
now RB
? .
? .
What WDT
is BEZ
beyond IN
this DT
fog NN
? .
? .
Only RB
Palestine NP
, ,
and CC
I PPSS
will MD
never RB
live VB
to TO
see VB
Palestine NP
because CS
I PPSS
did DOD
not *
believe VB
. .
By IN
late JJ
afternoon NN
the AT
train NN
inched VBD
into IN
the AT
marshaling VBG
yards NNS
in IN
the AT
railhead NN
at IN
Lublin NP
, ,
which WDT
was BEDZ
filled VBN
with IN
lines NNS
of IN
cars NNS
poised VBN
to TO
pour VB
the AT
tools NNS
of IN
war NN
to IN
the AT
Russian JJ
front NN
. .
At IN
a AT
siding NN
, ,
another DT
train NN
which WDT
was BEDZ
a AT
familiar JJ
sight NN
these DTS
days NNS
. .
Deportees NNS
. .
Jews NPS
. .
Andrei's NP$
skilled JJ
eye NN
sized VBD
them PPO
up RP
. .
They PPSS
were BED
not *
Poles NPS
. .
He PPS
guessed VBD
by IN
their PP$
appearance NN
that CS
they PPSS
were BED
Rumanians NPS
. .
He PPS
walked VBD
toward IN
the AT
center NN
of IN
the AT
city NN
to TO
keep VB
his PP$
rendezvous NN
with IN
Styka NP
. .
Of IN
all ABN
the AT
places NNS
in IN
Poland NP
, ,
Andrei NP
hated VBD
Lublin NP
the AT
most RBT
. .
The AT
Bathyrans NPS
were BED
all QL
gone VBN
. .
Few AP
of IN
the AT
native JJ
Jews NPS
who WPS
had HVD
lived VBN
in IN
Lublin NP
were BED
still RB
in IN
the AT
ghetto NN
. .
From IN
the AT
moment NN
of IN
the AT
occupation NN
Lublin NP
became VBD
a AT
focal JJ
point NN
. .
He PPS
and CC
Ana NP
watched VBD
it PPO
carefully RB
. .
Lublin NP
generally RB
was BEDZ
the AT
forerunner NN
of IN
what WDT
would MD
happen VB
elsewhere RB
. .
Early JJ
in IN
1939 CD
, ,
Odilo NP
Globocnik NP
, ,
the AT
Gauleiter FW-NN-TL
of IN-TL
Vienna NP-TL
, ,
established VBD
SS NP
headquarters NNS
for IN
all ABN
of IN
Poland NP
. .
The AT
Bathyrans NPS
ran VBD
a AT
check NN
on IN
Globocnik NP
and CC
had HVD
only RB
to TO
conclude VB
that CS
he PPS
was BEDZ
in IN
a AT
tug NN
of IN
war NN
with IN
Hans NP
Frank NP
and CC
the AT
civilian JJ
administrators NNS
. .
Globocnik NP
built VBD
the AT
Death's-Head JJ-TL
Corps NN-TL
. .
Lublin NP
was BEDZ
the AT
seed NN
of IN
action NN
for IN
the AT
`` ``
final JJ
solution NN
'' ''
of IN
the AT
Jewish JJ
problem NN
. .
As CS
the AT
messages NNS
from IN
Himmler NP
, ,
Heydrich NP
, ,
and CC
Eichmann NP
came VBD
in RP
through IN
Alfred NP
Funk NP
, ,
Lublin's NP$
fountainhead NN
spouted VBD
. .
A AT
bevy NN
of IN
interlacing VBG
lagers NNS
, ,
work NN
camps NNS
, ,
concentration NN
camps NNS
erupted VBD
in IN
the AT
area NN
. .
Sixty CD
thousand CD
Jewish JJ
prisoners NNS
of IN
war NN
disappeared VBD
into IN
Lublin's NP$
web NN
. .
Plans NNS
went VBD
in RP
and CC
out RP
of IN
Lublin NP
, ,
indicating VBG
German JJ
confusion NN
. .
A AT
tale NN
of IN
a AT
massive JJ
reservation NN
in IN
the AT
Uplands NNS-TL
to TO
hold VB
several AP
million CD
Jews NPS
A AT
tale NN
of IN
a AT
plan NN
to TO
ship VB
all ABN
Jews NPS
to IN
the AT
island NN
of IN
Madagascar NP
Stories NNS
of IN
the AT
depravity NN
of IN
the AT
guards NNS
at IN
Globocnik's NP$
camps NNS
struck VBD
a AT
chord NN
of IN
terror NN
at IN
the AT
mere JJ
mention NN
of IN
their PP$
names NNS
. .
Lipowa NP
7 CD-TL
, ,
Sobibor NP
, ,
Chelmno NP
, ,
Poltawa NP
, ,
Belzec NP
, ,
Krzywy-Rog NP
, ,
Budzyn NP
, ,
Krasnik NP
. .
Ice NN
baths NNS
, ,
electric JJ
shocks NNS
, ,
lashings NNS
, ,
wild JJ
dogs NNS
, ,
testicle NN
crushers NNS
. .
The AT
Death's-Head JJ-TL
Corps NN-TL
took VBD
in RP
Ukrainian JJ-TL
and CC
Baltic JJ-TL
Auxiliaries NNS-TL
, ,
and CC
the AT
Einsatzkommandos FW-NNS
waded VBD
knee-deep RB
in IN
blood NN
and CC
turned VBD
into IN
drunken JJ
, ,
dope-ridden JJ
maniacs NNS
. .
Lublin NP
was BEDZ
their PP$
heart NN
. .
In IN
the AT
spring NN
of IN
1942 CD
Operation NN-TL
Reinhard NP-TL
began VBD
in IN
Lublin NP
. .
The AT
ghetto NN
, ,
a AT
miniature NN
of IN
Warsaw's NP$
, ,
was BEDZ
emptied VBN
into IN
the AT
camp NN
in IN
the AT
Majdan-Tartarski NP
suburb NN
called VBN
Majdanek NP
. .
As CS
the AT
camp NN
emptied VBD
, ,
it PPS
was BEDZ
refilled VBN
by IN
a AT
draining NN
of IN
the AT
camps NNS
and CC
towns NNS
around IN
Lublin NP
, ,
then RB
by IN
deportees NNS
from IN
outside IN
Poland NP
. .
In IN
and CC
in IN
and CC
in IN
they PPSS
poured VBD
through IN
the AT
gates NNS
of IN
Majdanek NP
, ,
but CC
they PPSS
never RB
left VBD
, ,
and CC
Majdanek NP
was BEDZ
not *
growing VBG
any DTI
larger JJR
. .
What WDT
was BEDZ
happening VBG
in IN
Majdanek NP
? .
? .
Was BEDZ
Operation NN-TL
Reinhard NP-TL
the AT
same AP
pattern NN
for IN
the AT
daily JJ
trains NNS
now RB
leaving VBG
the AT
Umschlagplatz NP
in IN
Warsaw NP
? .
? .
Was BEDZ
there EX
another DT
Majdanek NP
in IN
the AT
Warsaw NP
area NN
, ,
as CS
they PPSS
suspected VBD
? .
? .
Andrei NP
stopped VBD
at IN
Litowski NP-TL
Place NN-TL
and CC
looked VBD
around RB
quickly RB
at IN
the AT
boundary NN
of IN
civil JJ
buildings NNS
. .
His PP$
watch NN
told VBD
him PPO
he PPS
was BEDZ
still RB
early JJ
. .
Down IN
the AT
boulevard NN
he PPS
could MD
see VB
a AT
portion NN
of IN
the AT
ghetto NN
wall NN
. .
He PPS
found VBD
an AT
empty JJ
bench NN
, ,
opened VBD
a AT
newspaper NN
, ,
and CC
stretched VBD
his PP$
legs NNS
before IN
him PPO
. .
Krakow NP-TL
Boulevard NN-TL
was BEDZ
filled VBN
with IN
black JJ
Nazi NP
uniforms NNS
and CC
the AT
dirty JJ
brownish JJ
ones NNS
of IN
their PP$
Auxiliaries NNS-TL
. .
`` ``
Captain NN-TL
Androfski NP
'' ''
! .
! .
Andrei NP
glanced VBD
up RP
over IN
the AT
top NN
of IN
the AT
paper NN
and CC
looked VBD
into IN
the AT
mustached JJ
, ,
homely JJ
face NN
of IN
Sergeant NN-TL
Styka NP
. .
Styka NP
sat VBD
beside IN
him PPO
and CC
pumped VBD
his PP$
hand NN
excitedly RB
. .
`` ``
I PPSS
have HV
been BEN
waiting VBG
across IN
the AT
street NN
at IN
the AT
post NN
office NN
since IN
dawn NN
. .
I PPSS
thought VBD
you PPSS
might MD
get VB
in RP
on IN
a AT
morning NN
train NN
'' ''
. .
`` ``
It's PPS+BEZ
good JJ
to TO
see VB
you PPO
again RB
, ,
Styka NP
'' ''
. .
Styka NP
studied VBD
his PP$
captain NN
. .
He PPS
almost RB
broke VBD
into IN
tears NNS
. .
To IN
him PPO
, ,
Andrei NP
Androfski NP
had HVD
always RB
been BEN
the AT
living VBG
symbol NN
of IN
a AT
Polish JJ
officer NN
. .
His PP$
captain NN
was BEDZ
thin JJ
and CC
haggard JJ
and CC
his PP$
beautiful JJ
boots NNS
were BED
worn VBN
and CC
shabby JJ
. .
`` ``
Remember VB
to TO
call VB
me PPO
Jan NP
'' ''
, ,
Andrei NP
said VBD
. .
Styka NP
nodded VBD
and CC
sniffed VBD
and CC
blew VBD
his PP$
nose NN
vociferously RB
. .
`` ``
When WRB
that DT
woman NN
found VBD
me PPO
and CC
told VBD
me PPO
that CS
you PPSS
needed VBD
me PPO
I PPSS
was BEDZ
never RB
so QL
happy JJ
since IN
before IN
the AT
war NN
'' ''
. .
`` ``
I'm PPSS+BEM
lucky JJ
that CS
you PPSS
were BED
still RB
living VBG
in IN
Lublin NP
'' ''
. .
Styka NP
grumbled VBD
about IN
fate NN
. .
`` ``
For IN
a AT
time NN
I PPSS
thought VBD
of IN
trying VBG
to TO
reach VB
the AT
Free JJ-TL
Polish JJ-TL
Forces NNS-TL
, ,
but CC
one CD
thing NN
led VBD
to IN
another DT
. .
I PPSS
got VBD
a AT
girl NN
in IN
trouble NN
and CC
we PPSS
had HVD
to TO
get VB
married VBN
. .
Not *
a AT
bad JJ
girl NN
. .
So CS
we PPSS
have HV
three CD
children NNS
and CC
responsibilities NNS
. .
I PPSS
work VB
at IN
the AT
granary NN
. .
Nothing PN
like CS
the AT
old JJ
